Text name: res/res_cn_cls_cifar10_symmetric_rate20_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup01_sgd_max_epoch100_lsecoer1e-04.txt
[00/100] [Loss] train:-0.257(f:-0.266+r:0.001+k:0.001+l:0.006) val:-0.309 test:-0.308 [Accr] train:30.7% val:37.1% test:37.1% maxVal:37.1% maxTest:37.1%
[28/100] [Loss] train:-0.640(f:-0.650+r:0.002+k:0.002+l:0.006) val:-0.780 test:-0.781 [Accr] train:65.6% val:79.7% test:79.7% maxVal:80.4% maxTest:80.4%
[29/100] [Loss] train:-0.637(f:-0.646+r:0.002+k:0.002+l:0.006) val:-0.768 test:-0.768 [Accr] train:65.2% val:78.5% test:78.5% maxVal:80.4% maxTest:80.4%
[30/100] [Loss] train:-0.660(f:-0.669+r:0.002+k:0.002+l:0.006) val:-0.797 test:-0.797 [Accr] train:67.6% val:81.3% test:81.3% maxVal:81.3% maxTest:81.3%
[31/100] [Loss] train:-0.648(f:-0.657+r:0.002+k:0.002+l:0.006) val:-0.784 test:-0.784 [Accr] train:66.3% val:80.1% test:80.1% maxVal:81.3% maxTest:81.3%
[32/100] [Loss] train:-0.662(f:-0.672+r:0.002+k:0.002+l:0.006) val:-0.800 test:-0.800 [Accr] train:67.7% val:81.5% test:81.5% maxVal:81.5% maxTest:81.5%
[33/100] [Loss] train:-0.665(f:-0.675+r:0.002+k:0.002+l:0.006) val:-0.803 test:-0.802 [Accr] train:68.0% val:81.8% test:81.8% maxVal:81.8% maxTest:81.8%
[34/100] [Loss] train:-0.673(f:-0.683+r:0.002+k:0.002+l:0.006) val:-0.812 test:-0.812 [Accr] train:68.8% val:82.6% test:82.6% maxVal:82.6% maxTest:82.6%
[35/100] [Loss] train:-0.674(f:-0.684+r:0.002+k:0.002+l:0.006) val:-0.815 test:-0.815 [Accr] train:68.8% val:83.1% test:83.1% maxVal:83.1% maxTest:83.1%
[36/100] [Loss] train:-0.671(f:-0.680+r:0.002+k:0.002+l:0.006) val:-0.810 test:-0.811 [Accr] train:68.6% val:82.4% test:82.4% maxVal:83.1% maxTest:83.1%
[37/100] [Loss] train:-0.659(f:-0.669+r:0.002+k:0.002+l:0.006) val:-0.795 test:-0.795 [Accr] train:67.3% val:81.1% test:81.1% maxVal:83.1% maxTest:83.1%
[38/100] [Loss] train:-0.682(f:-0.692+r:0.002+k:0.002+l:0.006) val:-0.822 test:-0.822 [Accr] train:69.7% val:83.8% test:83.8% maxVal:83.8% maxTest:83.8%
[39/100] [Loss] train:-0.665(f:-0.675+r:0.002+k:0.002+l:0.006) val:-0.805 test:-0.805 [Accr] train:67.9% val:81.9% test:81.9% maxVal:83.8% maxTest:83.8%
[40/100] [Loss] train:-0.690(f:-0.700+r:0.002+k:0.002+l:0.006) val:-0.833 test:-0.833 [Accr] train:70.4% val:84.7% test:84.7% maxVal:84.7% maxTest:84.7%
[41/100] [Loss] train:-0.665(f:-0.675+r:0.002+k:0.002+l:0.006) val:-0.805 test:-0.805 [Accr] train:67.9% val:81.9% test:81.9% maxVal:84.7% maxTest:84.7%
[42/100] [Loss] train:-0.679(f:-0.688+r:0.002+k:0.002+l:0.006) val:-0.815 test:-0.815 [Accr] train:69.3% val:83.1% test:83.1% maxVal:84.7% maxTest:84.7%
[43/100] [Loss] train:-0.676(f:-0.686+r:0.002+k:0.002+l:0.006) val:-0.816 test:-0.816 [Accr] train:69.0% val:83.1% test:83.1% maxVal:84.7% maxTest:84.7%
[44/100] [Loss] train:-0.671(f:-0.681+r:0.002+k:0.002+l:0.006) val:-0.806 test:-0.806 [Accr] train:68.6% val:82.0% test:82.0% maxVal:84.7% maxTest:84.7%
[45/100] [Loss] train:-0.690(f:-0.699+r:0.002+k:0.002+l:0.006) val:-0.830 test:-0.830 [Accr] train:70.4% val:84.5% test:84.5% maxVal:84.7% maxTest:84.7%
[46/100] [Loss] train:-0.687(f:-0.696+r:0.002+k:0.002+l:0.006) val:-0.824 test:-0.824 [Accr] train:69.9% val:83.7% test:83.7% maxVal:84.7% maxTest:84.7%
[47/100] [Loss] train:-0.697(f:-0.706+r:0.002+k:0.002+l:0.006) val:-0.841 test:-0.841 [Accr] train:71.1% val:85.6% test:85.6% maxVal:85.6% maxTest:85.6%
[48/100] [Loss] train:-0.678(f:-0.687+r:0.002+k:0.002+l:0.006) val:-0.815 test:-0.815 [Accr] train:69.2% val:83.0% test:83.0% maxVal:85.6% maxTest:85.6%
[49/100] [Loss] train:-0.687(f:-0.697+r:0.002+k:0.002+l:0.006) val:-0.826 test:-0.826 [Accr] train:70.0% val:84.0% test:84.0% maxVal:85.6% maxTest:85.6%
[50/100] [Loss] train:-0.705(f:-0.714+r:0.002+k:0.002+l:0.006) val:-0.847 test:-0.847 [Accr] train:71.8% val:86.2% test:86.2% maxVal:86.2% maxTest:86.2%
[51/100] [Loss] train:-0.705(f:-0.714+r:0.002+k:0.002+l:0.006) val:-0.848 test:-0.848 [Accr] train:71.8% val:86.4% test:86.4% maxVal:86.4% maxTest:86.4%
[52/100] [Loss] train:-0.710(f:-0.719+r:0.002+k:0.002+l:0.006) val:-0.849 test:-0.848 [Accr] train:72.3% val:86.3% test:86.3% maxVal:86.4% maxTest:86.4%
[53/100] [Loss] train:-0.708(f:-0.718+r:0.002+k:0.002+l:0.006) val:-0.847 test:-0.847 [Accr] train:72.1% val:86.0% test:86.0% maxVal:86.4% maxTest:86.4%
[54/100] [Loss] train:-0.715(f:-0.724+r:0.002+k:0.002+l:0.006) val:-0.856 test:-0.856 [Accr] train:72.8% val:87.0% test:87.0% maxVal:87.0% maxTest:87.0%
[55/100] [Loss] train:-0.716(f:-0.725+r:0.002+k:0.002+l:0.006) val:-0.858 test:-0.858 [Accr] train:72.9% val:87.2% test:87.2% maxVal:87.2% maxTest:87.2%
[56/100] [Loss] train:-0.720(f:-0.730+r:0.002+k:0.002+l:0.006) val:-0.861 test:-0.861 [Accr] train:73.3% val:87.4% test:87.4% maxVal:87.4% maxTest:87.4%
[57/100] [Loss] train:-0.716(f:-0.725+r:0.002+k:0.002+l:0.006) val:-0.856 test:-0.856 [Accr] train:73.0% val:87.1% test:87.1% maxVal:87.4% maxTest:87.4%
[58/100] [Loss] train:-0.715(f:-0.725+r:0.002+k:0.002+l:0.006) val:-0.857 test:-0.857 [Accr] train:72.8% val:87.4% test:87.4% maxVal:87.4% maxTest:87.4%
[59/100] [Loss] train:-0.717(f:-0.727+r:0.002+k:0.002+l:0.006) val:-0.854 test:-0.855 [Accr] train:73.1% val:86.9% test:86.9% maxVal:87.4% maxTest:87.4%
[60/100] [Loss] train:-0.709(f:-0.719+r:0.002+k:0.002+l:0.006) val:-0.850 test:-0.850 [Accr] train:72.2% val:86.5% test:86.5% maxVal:87.4% maxTest:87.4%
[61/100] [Loss] train:-0.719(f:-0.728+r:0.002+k:0.002+l:0.006) val:-0.857 test:-0.857 [Accr] train:73.2% val:87.1% test:87.1% maxVal:87.4% maxTest:87.4%
[62/100] [Loss] train:-0.723(f:-0.733+r:0.002+k:0.002+l:0.006) val:-0.864 test:-0.864 [Accr] train:73.6% val:87.9% test:87.9% maxVal:87.9% maxTest:87.9%
[63/100] [Loss] train:-0.720(f:-0.730+r:0.002+k:0.002+l:0.006) val:-0.860 test:-0.860 [Accr] train:73.3% val:87.2% test:87.2% maxVal:87.9% maxTest:87.9%
[64/100] [Loss] train:-0.721(f:-0.731+r:0.002+k:0.002+l:0.006) val:-0.863 test:-0.863 [Accr] train:73.5% val:87.7% test:87.7% maxVal:87.9% maxTest:87.9%
[65/100] [Loss] train:-0.724(f:-0.733+r:0.002+k:0.002+l:0.006) val:-0.866 test:-0.866 [Accr] train:73.7% val:87.9% test:87.9% maxVal:87.9% maxTest:87.9%
[66/100] [Loss] train:-0.725(f:-0.734+r:0.002+k:0.002+l:0.006) val:-0.863 test:-0.863 [Accr] train:73.8% val:87.6% test:87.6% maxVal:87.9% maxTest:87.9%
[67/100] [Loss] train:-0.715(f:-0.724+r:0.002+k:0.002+l:0.006) val:-0.850 test:-0.850 [Accr] train:72.9% val:86.5% test:86.5% maxVal:87.9% maxTest:87.9%
[68/100] [Loss] train:-0.716(f:-0.726+r:0.002+k:0.002+l:0.006) val:-0.853 test:-0.853 [Accr] train:73.0% val:86.6% test:86.6% maxVal:87.9% maxTest:87.9%
[69/100] [Loss] train:-0.722(f:-0.732+r:0.002+k:0.002+l:0.006) val:-0.862 test:-0.862 [Accr] train:73.5% val:87.6% test:87.6% maxVal:87.9% maxTest:87.9%
[70/100] [Loss] train:-0.729(f:-0.738+r:0.002+k:0.002+l:0.006) val:-0.871 test:-0.871 [Accr] train:74.2% val:88.4% test:88.4% maxVal:88.4% maxTest:88.4%
[71/100] [Loss] train:-0.726(f:-0.736+r:0.002+k:0.002+l:0.006) val:-0.865 test:-0.865 [Accr] train:73.9% val:87.8% test:87.8% maxVal:88.4% maxTest:88.4%
[72/100] [Loss] train:-0.727(f:-0.736+r:0.002+k:0.002+l:0.006) val:-0.864 test:-0.865 [Accr] train:74.0% val:87.8% test:87.8% maxVal:88.4% maxTest:88.4%
[73/100] [Loss] train:-0.726(f:-0.735+r:0.002+k:0.002+l:0.006) val:-0.863 test:-0.863 [Accr] train:73.9% val:87.8% test:87.8% maxVal:88.4% maxTest:88.4%
[74/100] [Loss] train:-0.725(f:-0.735+r:0.002+k:0.002+l:0.006) val:-0.863 test:-0.863 [Accr] train:73.9% val:87.7% test:87.7% maxVal:88.4% maxTest:88.4%
[75/100] [Loss] train:-0.735(f:-0.744+r:0.002+k:0.002+l:0.006) val:-0.874 test:-0.874 [Accr] train:74.8% val:88.8% test:88.8% maxVal:88.8% maxTest:88.8%
[76/100] [Loss] train:-0.740(f:-0.750+r:0.002+k:0.002+l:0.006) val:-0.881 test:-0.881 [Accr] train:75.3% val:89.4% test:89.4% maxVal:89.4% maxTest:89.4%
[77/100] [Loss] train:-0.740(f:-0.749+r:0.002+k:0.002+l:0.006) val:-0.880 test:-0.881 [Accr] train:75.2% val:89.5% test:89.5% maxVal:89.5% maxTest:89.5%
[78/100] [Loss] train:-0.743(f:-0.753+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.884 [Accr] train:75.6% val:89.8% test:89.8% maxVal:89.8% maxTest:89.8%
[79/100] [Loss] train:-0.742(f:-0.752+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.884 [Accr] train:75.5% val:89.7% test:89.7% maxVal:89.8% maxTest:89.8%
[80/100] [Loss] train:-0.741(f:-0.751+r:0.002+k:0.002+l:0.006) val:-0.881 test:-0.881 [Accr] train:75.4% val:89.6% test:89.6% maxVal:89.8% maxTest:89.8%
[81/100] [Loss] train:-0.744(f:-0.754+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.884 [Accr] train:75.7% val:89.8% test:89.8% maxVal:89.8% maxTest:89.8%
[82/100] [Loss] train:-0.743(f:-0.753+r:0.002+k:0.002+l:0.006) val:-0.880 test:-0.880 [Accr] train:75.6% val:89.4% test:89.4% maxVal:89.8% maxTest:89.8%
[83/100] [Loss] train:-0.745(f:-0.755+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.885 [Accr] train:75.8% val:89.9% test:89.9% maxVal:89.9% maxTest:89.9%
[84/100] [Loss] train:-0.745(f:-0.754+r:0.002+k:0.002+l:0.006) val:-0.883 test:-0.883 [Accr] train:75.7% val:89.8% test:89.8% maxVal:89.9% maxTest:89.9%
[85/100] [Loss] train:-0.745(f:-0.754+r:0.002+k:0.002+l:0.006) val:-0.883 test:-0.883 [Accr] train:75.7% val:89.7% test:89.7% maxVal:89.9% maxTest:89.9%
[86/100] [Loss] train:-0.745(f:-0.755+r:0.002+k:0.002+l:0.006) val:-0.883 test:-0.883 [Accr] train:75.8% val:89.8% test:89.8% maxVal:89.9% maxTest:89.9%
[87/100] [Loss] train:-0.745(f:-0.754+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.884 [Accr] train:75.8% val:89.8% test:89.8% maxVal:89.9% maxTest:89.9%
[88/100] [Loss] train:-0.744(f:-0.754+r:0.002+k:0.002+l:0.006) val:-0.880 test:-0.880 [Accr] train:75.7% val:89.4% test:89.4% maxVal:89.9% maxTest:89.9%
[89/100] [Loss] train:-0.744(f:-0.754+r:0.002+k:0.002+l:0.006) val:-0.882 test:-0.882 [Accr] train:75.8% val:89.8% test:89.8% maxVal:89.9% maxTest:89.9%
[90/100] [Loss] train:-0.747(f:-0.756+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.884 [Accr] train:76.0% val:89.8% test:89.8% maxVal:89.9% maxTest:89.9%
[91/100] [Loss] train:-0.747(f:-0.756+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.884 [Accr] train:76.0% val:89.8% test:89.8% maxVal:89.9% maxTest:89.9%
[92/100] [Loss] train:-0.748(f:-0.757+r:0.002+k:0.002+l:0.006) val:-0.885 test:-0.885 [Accr] train:76.1% val:89.9% test:89.9% maxVal:89.9% maxTest:89.9%
[93/100] [Loss] train:-0.747(f:-0.757+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.883 [Accr] train:76.0% val:89.6% test:89.6% maxVal:89.9% maxTest:89.9%
[94/100] [Loss] train:-0.748(f:-0.757+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.884 [Accr] train:76.1% val:89.8% test:89.8% maxVal:89.9% maxTest:89.9%
[95/100] [Loss] train:-0.747(f:-0.757+r:0.002+k:0.002+l:0.006) val:-0.885 test:-0.885 [Accr] train:76.0% val:90.0% test:90.0% maxVal:90.0% maxTest:90.0%
[96/100] [Loss] train:-0.750(f:-0.760+r:0.002+k:0.002+l:0.006) val:-0.888 test:-0.888 [Accr] train:76.3% val:90.4% test:90.4% maxVal:90.4% maxTest:90.4%
[97/100] [Loss] train:-0.748(f:-0.757+r:0.002+k:0.002+l:0.006) val:-0.886 test:-0.885 [Accr] train:76.1% val:90.2% test:90.2% maxVal:90.4% maxTest:90.4%
[98/100] [Loss] train:-0.747(f:-0.756+r:0.002+k:0.002+l:0.006) val:-0.883 test:-0.883 [Accr] train:75.9% val:89.9% test:89.9% maxVal:90.4% maxTest:90.4%
[99/100] [Loss] train:-0.748(f:-0.757+r:0.002+k:0.002+l:0.006) val:-0.886 test:-0.886 [Accr] train:76.1% val:90.1% test:90.1% maxVal:90.4% maxTest:90.4%
[100/100] [Loss] train:-0.747(f:-0.757+r:0.002+k:0.002+l:0.006) val:-0.884 test:-0.883 [Accr] train:76.0% val:89.7% test:89.7% maxVal:90.4% maxTest:90.4%
