Text name: res/res_cn_cls_cifar10_symmetric_rate50_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup01_sgd_max_epoch200_lsecoer1e-04.txt
[00/200] [Loss] train:-0.160(f:-0.168+r:0.001+k:0.001+l:0.006) val:-0.247 test:-0.247 [Accr] train:18.1% val:28.8% test:28.8% maxVal:28.8% maxTest:28.8%
[28/200] [Loss] train:-0.372(f:-0.381+r:0.002+k:0.002+l:0.006) val:-0.686 test:-0.686 [Accr] train:38.5% val:70.0% test:70.0% maxVal:73.6% maxTest:73.6%
[30/200] [Loss] train:-0.393(f:-0.402+r:0.002+k:0.002+l:0.006) val:-0.735 test:-0.735 [Accr] train:40.7% val:75.3% test:75.3% maxVal:75.3% maxTest:75.3%
[32/200] [Loss] train:-0.391(f:-0.400+r:0.002+k:0.002+l:0.006) val:-0.728 test:-0.727 [Accr] train:40.4% val:74.4% test:74.4% maxVal:75.3% maxTest:75.3%
[34/200] [Loss] train:-0.386(f:-0.395+r:0.002+k:0.002+l:0.006) val:-0.716 test:-0.716 [Accr] train:39.8% val:73.2% test:73.2% maxVal:75.3% maxTest:75.3%
[36/200] [Loss] train:-0.388(f:-0.397+r:0.002+k:0.002+l:0.006) val:-0.726 test:-0.727 [Accr] train:40.1% val:74.5% test:74.5% maxVal:75.3% maxTest:75.3%
[38/200] [Loss] train:-0.391(f:-0.401+r:0.002+k:0.002+l:0.006) val:-0.724 test:-0.724 [Accr] train:40.6% val:74.3% test:74.3% maxVal:75.3% maxTest:75.3%
[40/200] [Loss] train:-0.401(f:-0.410+r:0.002+k:0.002+l:0.006) val:-0.746 test:-0.747 [Accr] train:41.4% val:76.1% test:76.1% maxVal:76.1% maxTest:76.1%
[42/200] [Loss] train:-0.399(f:-0.408+r:0.002+k:0.002+l:0.006) val:-0.742 test:-0.743 [Accr] train:41.2% val:76.0% test:76.0% maxVal:76.1% maxTest:76.1%
[44/200] [Loss] train:-0.409(f:-0.418+r:0.002+k:0.002+l:0.006) val:-0.767 test:-0.767 [Accr] train:42.2% val:78.4% test:78.4% maxVal:78.4% maxTest:78.4%
[46/200] [Loss] train:-0.392(f:-0.402+r:0.002+k:0.002+l:0.006) val:-0.727 test:-0.727 [Accr] train:40.5% val:74.4% test:74.4% maxVal:78.4% maxTest:78.4%
[48/200] [Loss] train:-0.403(f:-0.413+r:0.002+k:0.002+l:0.006) val:-0.744 test:-0.744 [Accr] train:41.6% val:75.9% test:75.9% maxVal:78.4% maxTest:78.4%
[50/200] [Loss] train:-0.411(f:-0.420+r:0.002+k:0.002+l:0.006) val:-0.763 test:-0.763 [Accr] train:42.3% val:77.8% test:77.8% maxVal:78.4% maxTest:78.4%
[52/200] [Loss] train:-0.406(f:-0.415+r:0.002+k:0.002+l:0.006) val:-0.754 test:-0.755 [Accr] train:41.9% val:77.1% test:77.1% maxVal:78.4% maxTest:78.4%
[54/200] [Loss] train:-0.419(f:-0.428+r:0.002+k:0.002+l:0.006) val:-0.777 test:-0.777 [Accr] train:43.3% val:79.3% test:79.3% maxVal:79.3% maxTest:79.3%
[56/200] [Loss] train:-0.416(f:-0.425+r:0.002+k:0.002+l:0.006) val:-0.773 test:-0.773 [Accr] train:42.9% val:79.0% test:79.0% maxVal:79.3% maxTest:79.3%
[58/200] [Loss] train:-0.423(f:-0.432+r:0.002+k:0.002+l:0.006) val:-0.783 test:-0.783 [Accr] train:43.6% val:80.0% test:80.0% maxVal:80.0% maxTest:80.0%
[60/200] [Loss] train:-0.417(f:-0.426+r:0.002+k:0.002+l:0.006) val:-0.771 test:-0.770 [Accr] train:42.9% val:78.6% test:78.6% maxVal:80.0% maxTest:80.0%
[62/200] [Loss] train:-0.432(f:-0.441+r:0.002+k:0.002+l:0.006) val:-0.802 test:-0.802 [Accr] train:44.4% val:81.7% test:81.7% maxVal:81.7% maxTest:81.7%
[64/200] [Loss] train:-0.410(f:-0.419+r:0.002+k:0.002+l:0.006) val:-0.751 test:-0.752 [Accr] train:42.2% val:76.5% test:76.5% maxVal:81.7% maxTest:81.7%
[66/200] [Loss] train:-0.431(f:-0.440+r:0.002+k:0.002+l:0.006) val:-0.799 test:-0.799 [Accr] train:44.3% val:81.5% test:81.5% maxVal:81.7% maxTest:81.7%
[68/200] [Loss] train:-0.418(f:-0.427+r:0.002+k:0.002+l:0.006) val:-0.775 test:-0.775 [Accr] train:43.0% val:79.1% test:79.1% maxVal:81.7% maxTest:81.7%
[70/200] [Loss] train:-0.430(f:-0.439+r:0.002+k:0.002+l:0.006) val:-0.795 test:-0.795 [Accr] train:44.2% val:80.9% test:80.9% maxVal:81.7% maxTest:81.7%
[72/200] [Loss] train:-0.412(f:-0.421+r:0.002+k:0.002+l:0.006) val:-0.757 test:-0.757 [Accr] train:42.4% val:77.5% test:77.5% maxVal:81.7% maxTest:81.7%
[74/200] [Loss] train:-0.426(f:-0.435+r:0.002+k:0.002+l:0.006) val:-0.791 test:-0.791 [Accr] train:43.8% val:80.6% test:80.6% maxVal:81.7% maxTest:81.7%
[76/200] [Loss] train:-0.438(f:-0.447+r:0.002+k:0.002+l:0.006) val:-0.812 test:-0.812 [Accr] train:45.0% val:82.6% test:82.6% maxVal:82.6% maxTest:82.6%
[78/200] [Loss] train:-0.432(f:-0.442+r:0.002+k:0.002+l:0.006) val:-0.798 test:-0.798 [Accr] train:44.5% val:81.3% test:81.3% maxVal:82.6% maxTest:82.6%
[80/200] [Loss] train:-0.427(f:-0.436+r:0.002+k:0.002+l:0.006) val:-0.786 test:-0.786 [Accr] train:43.9% val:80.0% test:80.0% maxVal:82.6% maxTest:82.6%
[82/200] [Loss] train:-0.432(f:-0.442+r:0.002+k:0.002+l:0.006) val:-0.797 test:-0.798 [Accr] train:44.5% val:81.2% test:81.2% maxVal:82.6% maxTest:82.6%
[84/200] [Loss] train:-0.438(f:-0.448+r:0.002+k:0.002+l:0.006) val:-0.809 test:-0.809 [Accr] train:45.0% val:82.5% test:82.5% maxVal:82.6% maxTest:82.6%
[86/200] [Loss] train:-0.439(f:-0.449+r:0.002+k:0.002+l:0.006) val:-0.805 test:-0.805 [Accr] train:45.1% val:82.0% test:82.0% maxVal:82.6% maxTest:82.6%
[88/200] [Loss] train:-0.442(f:-0.451+r:0.002+k:0.002+l:0.006) val:-0.814 test:-0.814 [Accr] train:45.4% val:82.8% test:82.8% maxVal:82.8% maxTest:82.8%
[90/200] [Loss] train:-0.446(f:-0.456+r:0.002+k:0.002+l:0.006) val:-0.819 test:-0.819 [Accr] train:45.9% val:83.4% test:83.4% maxVal:83.4% maxTest:83.4%
[92/200] [Loss] train:-0.442(f:-0.452+r:0.002+k:0.002+l:0.006) val:-0.817 test:-0.817 [Accr] train:45.5% val:83.3% test:83.3% maxVal:83.4% maxTest:83.4%
