Text name: res/res_cn_cls_cifar10_symmetric_rate20_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup08_sgd_max_epoch200_lsecoer1e-04.txt
[00/200] [Loss] train:-0.189(f:-0.198+r:0.001+k:0.002+l:0.006) val:-0.219 test:-0.218 [Accr] train:20.9% val:24.2% test:24.2% maxVal:24.2% maxTest:24.2%
[28/200] [Loss] train:-0.574(f:-0.584+r:0.002+k:0.001+l:0.006) val:-0.700 test:-0.699 [Accr] train:59.2% val:71.9% test:71.9% maxVal:71.9% maxTest:71.9%
[30/200] [Loss] train:-0.576(f:-0.585+r:0.002+k:0.002+l:0.006) val:-0.701 test:-0.700 [Accr] train:59.2% val:71.7% test:71.7% maxVal:71.9% maxTest:71.9%
[32/200] [Loss] train:-0.610(f:-0.619+r:0.002+k:0.002+l:0.006) val:-0.747 test:-0.747 [Accr] train:62.5% val:76.4% test:76.4% maxVal:76.4% maxTest:76.4%
[34/200] [Loss] train:-0.619(f:-0.628+r:0.002+k:0.002+l:0.006) val:-0.757 test:-0.757 [Accr] train:63.6% val:77.3% test:77.3% maxVal:77.3% maxTest:77.3%
[36/200] [Loss] train:-0.620(f:-0.630+r:0.002+k:0.002+l:0.006) val:-0.758 test:-0.758 [Accr] train:63.6% val:77.3% test:77.3% maxVal:77.3% maxTest:77.3%
[38/200] [Loss] train:-0.616(f:-0.626+r:0.002+k:0.002+l:0.006) val:-0.754 test:-0.754 [Accr] train:63.1% val:77.0% test:77.0% maxVal:77.3% maxTest:77.3%
[40/200] [Loss] train:-0.610(f:-0.620+r:0.002+k:0.002+l:0.006) val:-0.737 test:-0.737 [Accr] train:62.5% val:75.2% test:75.2% maxVal:77.3% maxTest:77.3%
[42/200] [Loss] train:-0.636(f:-0.645+r:0.002+k:0.002+l:0.006) val:-0.772 test:-0.771 [Accr] train:65.1% val:78.9% test:78.9% maxVal:78.9% maxTest:78.9%
[44/200] [Loss] train:-0.633(f:-0.642+r:0.002+k:0.002+l:0.006) val:-0.771 test:-0.770 [Accr] train:64.7% val:78.7% test:78.7% maxVal:78.9% maxTest:78.9%
[46/200] [Loss] train:-0.637(f:-0.647+r:0.002+k:0.002+l:0.006) val:-0.775 test:-0.774 [Accr] train:65.2% val:78.9% test:78.9% maxVal:78.9% maxTest:78.9%
[48/200] [Loss] train:-0.627(f:-0.636+r:0.002+k:0.002+l:0.006) val:-0.760 test:-0.760 [Accr] train:64.0% val:77.3% test:77.3% maxVal:78.9% maxTest:78.9%
[50/200] [Loss] train:-0.628(f:-0.637+r:0.002+k:0.002+l:0.006) val:-0.766 test:-0.766 [Accr] train:64.2% val:78.1% test:78.1% maxVal:78.9% maxTest:78.9%
[52/200] [Loss] train:-0.631(f:-0.641+r:0.002+k:0.002+l:0.006) val:-0.771 test:-0.770 [Accr] train:64.4% val:78.4% test:78.4% maxVal:78.9% maxTest:78.9%
[54/200] [Loss] train:-0.634(f:-0.644+r:0.002+k:0.002+l:0.006) val:-0.769 test:-0.769 [Accr] train:64.9% val:78.6% test:78.6% maxVal:78.9% maxTest:78.9%
[56/200] [Loss] train:-0.656(f:-0.665+r:0.002+k:0.002+l:0.006) val:-0.797 test:-0.797 [Accr] train:66.9% val:81.1% test:81.1% maxVal:81.1% maxTest:81.1%
[58/200] [Loss] train:-0.650(f:-0.659+r:0.002+k:0.002+l:0.006) val:-0.790 test:-0.790 [Accr] train:66.4% val:80.4% test:80.4% maxVal:81.1% maxTest:81.1%
[60/200] [Loss] train:-0.646(f:-0.655+r:0.002+k:0.002+l:0.006) val:-0.785 test:-0.785 [Accr] train:65.9% val:80.0% test:80.0% maxVal:81.1% maxTest:81.1%
[62/200] [Loss] train:-0.653(f:-0.662+r:0.002+k:0.002+l:0.006) val:-0.798 test:-0.798 [Accr] train:66.7% val:81.2% test:81.2% maxVal:81.2% maxTest:81.2%
[64/200] [Loss] train:-0.642(f:-0.651+r:0.002+k:0.002+l:0.006) val:-0.778 test:-0.778 [Accr] train:65.4% val:79.1% test:79.1% maxVal:81.2% maxTest:81.2%
[66/200] [Loss] train:-0.658(f:-0.668+r:0.002+k:0.002+l:0.006) val:-0.797 test:-0.797 [Accr] train:67.3% val:81.1% test:81.1% maxVal:81.2% maxTest:81.2%
[68/200] [Loss] train:-0.659(f:-0.669+r:0.002+k:0.002+l:0.006) val:-0.797 test:-0.797 [Accr] train:67.2% val:81.3% test:81.3% maxVal:81.3% maxTest:81.3%
[70/200] [Loss] train:-0.676(f:-0.686+r:0.002+k:0.002+l:0.006) val:-0.825 test:-0.825 [Accr] train:68.9% val:83.8% test:83.8% maxVal:83.8% maxTest:83.8%
[72/200] [Loss] train:-0.655(f:-0.664+r:0.002+k:0.002+l:0.006) val:-0.794 test:-0.794 [Accr] train:66.8% val:80.8% test:80.8% maxVal:83.8% maxTest:83.8%
[74/200] [Loss] train:-0.666(f:-0.676+r:0.002+k:0.002+l:0.006) val:-0.802 test:-0.803 [Accr] train:68.0% val:81.6% test:81.6% maxVal:83.8% maxTest:83.8%
[76/200] [Loss] train:-0.669(f:-0.679+r:0.002+k:0.002+l:0.006) val:-0.813 test:-0.813 [Accr] train:68.3% val:82.8% test:82.8% maxVal:83.8% maxTest:83.8%
[78/200] [Loss] train:-0.675(f:-0.684+r:0.002+k:0.002+l:0.006) val:-0.817 test:-0.816 [Accr] train:68.7% val:83.1% test:83.1% maxVal:83.8% maxTest:83.8%
[80/200] [Loss] train:-0.670(f:-0.680+r:0.002+k:0.002+l:0.006) val:-0.808 test:-0.808 [Accr] train:68.4% val:82.0% test:82.0% maxVal:83.8% maxTest:83.8%
[82/200] [Loss] train:-0.684(f:-0.694+r:0.002+k:0.002+l:0.006) val:-0.828 test:-0.828 [Accr] train:69.7% val:84.2% test:84.2% maxVal:84.2% maxTest:84.2%
[84/200] [Loss] train:-0.683(f:-0.693+r:0.002+k:0.002+l:0.006) val:-0.825 test:-0.825 [Accr] train:69.6% val:83.9% test:83.9% maxVal:84.2% maxTest:84.2%
[86/200] [Loss] train:-0.679(f:-0.688+r:0.002+k:0.002+l:0.006) val:-0.823 test:-0.823 [Accr] train:69.2% val:83.7% test:83.7% maxVal:84.2% maxTest:84.2%
[88/200] [Loss] train:-0.665(f:-0.674+r:0.002+k:0.002+l:0.006) val:-0.800 test:-0.800 [Accr] train:67.8% val:81.6% test:81.6% maxVal:84.2% maxTest:84.2%
[90/200] [Loss] train:-0.678(f:-0.688+r:0.002+k:0.002+l:0.006) val:-0.819 test:-0.819 [Accr] train:69.1% val:83.4% test:83.4% maxVal:84.2% maxTest:84.2%
[92/200] [Loss] train:-0.678(f:-0.688+r:0.002+k:0.002+l:0.006) val:-0.820 test:-0.820 [Accr] train:69.0% val:83.5% test:83.5% maxVal:84.2% maxTest:84.2%
[94/200] [Loss] train:-0.691(f:-0.700+r:0.002+k:0.002+l:0.006) val:-0.835 test:-0.836 [Accr] train:70.3% val:84.9% test:84.9% maxVal:84.9% maxTest:84.9%
[96/200] [Loss] train:-0.665(f:-0.675+r:0.002+k:0.002+l:0.006) val:-0.802 test:-0.802 [Accr] train:67.8% val:81.5% test:81.5% maxVal:84.9% maxTest:84.9%
