Text name: res/res_cn_cls_cifar10_symmetric_rate50_lr1e-02_pi1_bias2e-01_k_mix10_gap_mixup04_sgd_max_epoch100_lsecoer1e-04.txt
[00/100] [Loss] train:-0.160(f:-0.168+r:0.001+k:0.001+l:0.006) val:-0.243 test:-0.243 [Accr] train:19.3% val:30.4% test:30.4% maxVal:30.4% maxTest:30.4%
[62/100] [Loss] train:-0.399(f:-0.408+r:0.002+k:0.002+l:0.006) val:-0.747 test:-0.747 [Accr] train:41.2% val:76.5% test:76.5% maxVal:77.9% maxTest:77.9%
[63/100] [Loss] train:-0.404(f:-0.413+r:0.002+k:0.002+l:0.006) val:-0.757 test:-0.756 [Accr] train:41.6% val:77.6% test:77.6% maxVal:77.9% maxTest:77.9%
[64/100] [Loss] train:-0.404(f:-0.414+r:0.002+k:0.002+l:0.006) val:-0.761 test:-0.762 [Accr] train:41.7% val:78.0% test:78.0% maxVal:78.0% maxTest:78.0%
[65/100] [Loss] train:-0.399(f:-0.408+r:0.002+k:0.002+l:0.006) val:-0.746 test:-0.746 [Accr] train:41.2% val:76.4% test:76.4% maxVal:78.0% maxTest:78.0%
[66/100] [Loss] train:-0.412(f:-0.421+r:0.002+k:0.002+l:0.006) val:-0.770 test:-0.771 [Accr] train:42.5% val:78.6% test:78.6% maxVal:78.6% maxTest:78.6%
[67/100] [Loss] train:-0.403(f:-0.412+r:0.002+k:0.002+l:0.006) val:-0.754 test:-0.754 [Accr] train:41.6% val:77.1% test:77.1% maxVal:78.6% maxTest:78.6%
[68/100] [Loss] train:-0.404(f:-0.413+r:0.002+k:0.002+l:0.006) val:-0.758 test:-0.758 [Accr] train:41.7% val:77.5% test:77.5% maxVal:78.6% maxTest:78.6%
[69/100] [Loss] train:-0.405(f:-0.415+r:0.002+k:0.002+l:0.006) val:-0.757 test:-0.757 [Accr] train:41.9% val:77.5% test:77.5% maxVal:78.6% maxTest:78.6%
[70/100] [Loss] train:-0.402(f:-0.412+r:0.002+k:0.002+l:0.006) val:-0.754 test:-0.755 [Accr] train:41.5% val:77.3% test:77.3% maxVal:78.6% maxTest:78.6%
[71/100] [Loss] train:-0.404(f:-0.414+r:0.002+k:0.002+l:0.006) val:-0.757 test:-0.757 [Accr] train:41.7% val:77.4% test:77.4% maxVal:78.6% maxTest:78.6%
[72/100] [Loss] train:-0.410(f:-0.419+r:0.002+k:0.002+l:0.006) val:-0.766 test:-0.766 [Accr] train:42.3% val:78.2% test:78.2% maxVal:78.6% maxTest:78.6%
[73/100] [Loss] train:-0.403(f:-0.412+r:0.002+k:0.002+l:0.006) val:-0.750 test:-0.750 [Accr] train:41.6% val:76.6% test:76.6% maxVal:78.6% maxTest:78.6%
[74/100] [Loss] train:-0.398(f:-0.408+r:0.002+k:0.002+l:0.006) val:-0.742 test:-0.742 [Accr] train:41.2% val:75.9% test:75.9% maxVal:78.6% maxTest:78.6%
[75/100] [Loss] train:-0.415(f:-0.424+r:0.002+k:0.002+l:0.006) val:-0.778 test:-0.778 [Accr] train:42.8% val:79.5% test:79.5% maxVal:79.5% maxTest:79.5%
[76/100] [Loss] train:-0.418(f:-0.427+r:0.002+k:0.002+l:0.006) val:-0.785 test:-0.785 [Accr] train:43.1% val:80.0% test:80.0% maxVal:80.0% maxTest:80.0%
[77/100] [Loss] train:-0.421(f:-0.430+r:0.002+k:0.002+l:0.006) val:-0.789 test:-0.789 [Accr] train:43.3% val:80.5% test:80.5% maxVal:80.5% maxTest:80.5%
[78/100] [Loss] train:-0.422(f:-0.431+r:0.002+k:0.002+l:0.006) val:-0.789 test:-0.790 [Accr] train:43.4% val:80.7% test:80.7% maxVal:80.7% maxTest:80.7%
[79/100] [Loss] train:-0.424(f:-0.434+r:0.002+k:0.002+l:0.006) val:-0.795 test:-0.795 [Accr] train:43.7% val:81.0% test:81.0% maxVal:81.0% maxTest:81.0%
[80/100] [Loss] train:-0.426(f:-0.435+r:0.002+k:0.002+l:0.006) val:-0.799 test:-0.799 [Accr] train:43.9% val:81.5% test:81.5% maxVal:81.5% maxTest:81.5%
[81/100] [Loss] train:-0.424(f:-0.433+r:0.002+k:0.002+l:0.006) val:-0.794 test:-0.794 [Accr] train:43.6% val:80.9% test:80.9% maxVal:81.5% maxTest:81.5%
[82/100] [Loss] train:-0.425(f:-0.434+r:0.002+k:0.002+l:0.006) val:-0.797 test:-0.797 [Accr] train:43.8% val:81.5% test:81.5% maxVal:81.5% maxTest:81.5%
[83/100] [Loss] train:-0.427(f:-0.436+r:0.002+k:0.002+l:0.006) val:-0.800 test:-0.801 [Accr] train:43.9% val:81.7% test:81.7% maxVal:81.7% maxTest:81.7%
[84/100] [Loss] train:-0.426(f:-0.435+r:0.002+k:0.002+l:0.006) val:-0.798 test:-0.798 [Accr] train:43.8% val:81.5% test:81.5% maxVal:81.7% maxTest:81.7%
[85/100] [Loss] train:-0.426(f:-0.435+r:0.002+k:0.002+l:0.006) val:-0.796 test:-0.797 [Accr] train:43.8% val:81.5% test:81.5% maxVal:81.7% maxTest:81.7%
[86/100] [Loss] train:-0.427(f:-0.436+r:0.002+k:0.002+l:0.006) val:-0.798 test:-0.798 [Accr] train:43.9% val:81.5% test:81.5% maxVal:81.7% maxTest:81.7%
[87/100] [Loss] train:-0.423(f:-0.432+r:0.002+k:0.002+l:0.006) val:-0.788 test:-0.788 [Accr] train:43.6% val:80.4% test:80.4% maxVal:81.7% maxTest:81.7%
[88/100] [Loss] train:-0.425(f:-0.435+r:0.002+k:0.002+l:0.006) val:-0.793 test:-0.793 [Accr] train:43.9% val:81.0% test:81.0% maxVal:81.7% maxTest:81.7%
[89/100] [Loss] train:-0.425(f:-0.435+r:0.002+k:0.002+l:0.006) val:-0.795 test:-0.795 [Accr] train:43.8% val:81.1% test:81.1% maxVal:81.7% maxTest:81.7%
[90/100] [Loss] train:-0.425(f:-0.434+r:0.002+k:0.002+l:0.006) val:-0.793 test:-0.793 [Accr] train:43.8% val:80.9% test:80.9% maxVal:81.7% maxTest:81.7%
[91/100] [Loss] train:-0.429(f:-0.438+r:0.002+k:0.002+l:0.006) val:-0.800 test:-0.800 [Accr] train:44.1% val:81.6% test:81.6% maxVal:81.7% maxTest:81.7%
[92/100] [Loss] train:-0.429(f:-0.439+r:0.002+k:0.002+l:0.006) val:-0.803 test:-0.803 [Accr] train:44.2% val:82.0% test:82.0% maxVal:82.0% maxTest:82.0%
[93/100] [Loss] train:-0.426(f:-0.436+r:0.002+k:0.002+l:0.006) val:-0.796 test:-0.796 [Accr] train:43.8% val:81.0% test:81.0% maxVal:82.0% maxTest:82.0%
[94/100] [Loss] train:-0.428(f:-0.437+r:0.002+k:0.002+l:0.006) val:-0.798 test:-0.798 [Accr] train:44.0% val:81.5% test:81.5% maxVal:82.0% maxTest:82.0%
[95/100] [Loss] train:-0.428(f:-0.437+r:0.002+k:0.002+l:0.006) val:-0.798 test:-0.799 [Accr] train:44.1% val:81.4% test:81.4% maxVal:82.0% maxTest:82.0%
[96/100] [Loss] train:-0.429(f:-0.439+r:0.002+k:0.002+l:0.006) val:-0.801 test:-0.801 [Accr] train:44.2% val:81.7% test:81.7% maxVal:82.0% maxTest:82.0%
[97/100] [Loss] train:-0.427(f:-0.437+r:0.002+k:0.002+l:0.006) val:-0.796 test:-0.796 [Accr] train:44.0% val:81.2% test:81.2% maxVal:82.0% maxTest:82.0%
[98/100] [Loss] train:-0.429(f:-0.438+r:0.002+k:0.002+l:0.006) val:-0.799 test:-0.799 [Accr] train:44.1% val:81.4% test:81.4% maxVal:82.0% maxTest:82.0%
[99/100] [Loss] train:-0.429(f:-0.439+r:0.002+k:0.002+l:0.006) val:-0.801 test:-0.801 [Accr] train:44.2% val:81.7% test:81.7% maxVal:82.0% maxTest:82.0%
[100/100] [Loss] train:-0.431(f:-0.440+r:0.002+k:0.002+l:0.006) val:-0.803 test:-0.803 [Accr] train:44.4% val:82.1% test:82.1% maxVal:82.1% maxTest:82.1%
